"name","category","size","duration","format","profile","hdr","bitrate","framerate","resolution","audios","subtitles","audio_langs","subtitle_langs"
"Game of Thrones (2011) - S03E01 - Valar Dohaeris [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.61 GiB","00:54:31","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E07 - The Bear and the Maiden Fair [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.88 GiB","00:58:07","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S02E02 - Cobbler [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","6.88 GiB","00:47:21","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E05 - Kissed by Fire [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.87 GiB","00:57:55","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E02 - Dark Wings Dark Words [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.83 GiB","00:57:05","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Better Call Saul (2015) - S02E08 - Fifi [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.01 GiB","00:48:15","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E03 - Walk of Punishment [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.47 GiB","00:53:19","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E10 - Mhysa [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.31 GiB","01:03:13","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Better Call Saul (2015) - S02E10 - Klick [Bluray-1080p][DTS 5.1][x264]-SOFCJ.mkv","shows","7.01 GiB","00:48:18","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, DTS, 1509 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E09 - The Rains of Castamere [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.3 GiB","00:51:18","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E06 - The Climb [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.52 GiB","00:53:52","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S04E04 - Oathkeeper [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.83 GiB","00:55:34","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E07 - Mockingbird [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.48 GiB","00:51:35","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S03E04 - And Now His Watch Is Ended [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.52 GiB","00:53:53","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S03E08 - Second Sons [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.77 GiB","00:56:51","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S04E08 - The Mountain and the Viper [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.6 GiB","00:52:22","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E05 - First of His Name [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.67 GiB","00:53:42","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E06 - The Laws of Gods and Men [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.45 GiB","00:51:11","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S07E01 - Dragonstone [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.07 GiB","00:58:40","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E01 - Two Swords [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.11 GiB","00:58:43","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E03 - Breaker of Chains [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.99 GiB","00:57:23","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E02 - The Lion and the Rose [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.62 GiB","00:53:04","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E09 - The Watchers on the Wall [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.44 GiB","00:50:34","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S04E10 - The Children [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.73 GiB","01:05:19","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S07E04 - The Spoils of War [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.27 GiB","00:49:25","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S07E02 - Stormborn [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.02 GiB","00:58:05","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E03 - High Sparrow [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.26 GiB","00:59:56","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E07 - The Gift [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.17 GiB","00:58:51","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S07E03 - The Queens Justice [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.39 GiB","01:02:24","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S07E07 - The Dragon and the Wolf [Bluray-1080p][AC3 5.1][x264].mkv","shows","6.9 GiB","01:19:50","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E05 - Kill the Boy [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.97 GiB","00:56:42","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S07E06 - Beyond the Wall [Bluray-1080p][AC3 5.1][x264].mkv","shows","6.05 GiB","01:10:03","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E09 - The Dance of Dragons [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.6 GiB","00:52:23","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S07E05 - Eastwatch [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.06 GiB","00:58:30","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E10 - Mothers Mercy [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.29 GiB","01:00:15","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E02 - The House of Black and White [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.88 GiB","00:55:34","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E06 - Unbowed Unbent Unbroken [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.71 GiB","00:53:42","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E01 - The North Remembers [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.46 GiB","00:52:41","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E02 - The Night Lands [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.53 GiB","00:53:59","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E01 - The Wars To Come [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.58 GiB","00:52:11","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E08 - The Prince of Winterfell [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.52 GiB","00:53:51","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E04 - Sons of the Harpy [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.43 GiB","00:50:25","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E03 - What Is Dead May Never Die [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.46 GiB","00:53:15","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E04 - Garden of Bones [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.29 GiB","00:50:41","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S05E08 - Hardhome [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.27 GiB","01:00:03","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E06 - The Old Gods and the New [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.57 GiB","00:54:01","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E10 - Valar Morghulis [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.37 GiB","01:03:56","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S08E06 - The Iron Throne [Bluray-1080p][AC3 5.1][x264].mkv","shows","6.79 GiB","01:18:36","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S02E05 - The Ghost of Harrenhal [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.58 GiB","00:54:10","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, ASS]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S02E09 - Blackwater [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.61 GiB","00:54:57","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S08E05 - The Bells [Bluray-1080p][AC3 5.1][x264].mkv","shows","6.74 GiB","01:18:00","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S02E07 - A Man Without Honor [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.67 GiB","00:55:10","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S08E04 - The Last of the Starks [Bluray-1080p][AC3 5.1][x264].mkv","shows","6.66 GiB","01:17:04","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S08E01 - Winterfell [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.59 GiB","00:53:07","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S08E02 - A Knight of the Seven Kingdoms [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.01 GiB","00:57:59","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S06E09 - Battle of the Bastards [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.12 GiB","00:59:17","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S06E06 - Blood of My Blood [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.45 GiB","00:51:27","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
